ID,pred_answer
948,"The image shows a diagram of an Anti-Lock Braking System (ABS) with various components labeled. The diagram includes a control module, wheel sensors, and brake discs. However, the image does not provide specific information about the six types of control covered by ABS research."
949,42%
950,Elastomer
951,10
952,Jenny Wade
953,The image shows two examples of reflecting surfaces: a mirror and a shiny object.
954,"In Summer '14, HBase had a cluster replication issue."
955,"The presentation identifies four physical needs: warmth, clothing, shelter, and good vision and hearing."
956,3
957,False
958,"A shopper's basket can tell you about the items they are interested in purchasing, which can provide insights into their preferences, needs, and shopping habits."
959,Apache Storm
960,Post resuscitation care
961,The image shows a slide with a description of basic computer components. It mentions two types of software: application software and system software.
962,There are 10 more automotive OEM plants in the Middle West Region of China compared to the region which contains the city of Guangxi.
963,The image shows a chart with different times of the day and their corresponding Twitter engagement rates. The chart suggests that the best time for outreach on Twitter is between 1 pm and 4 pm.
964,Less than 5%
965,Command and Control
966,Organic Growth achieved better performance in the year Nestlé acquired Prometheus.
967,"The two types of external business environments are ""Micro/Task/Operating/Environment"" and ""Macro/General/Remote/Environment""."
968,Persuasive writing
969,The two factors of the visible layer above Competencies are Preferences and Motives.
970,"The flow chart shows that after Skia, the next step is ""Activity""."
971,"The examples of Social characteristics listed in A framework of psychological meaning are:

1. E.g. gender
2. Social class
3. Marital status
4. Occupation"
972,The city was Melbourne.
973,"1,00,000"
974,The 2010 Toyota Prius had more units recalled than the 2011 Nissan Leaf.
975,0
976,Teflon is a common addition polymer with the chemical name poly(tetrafluoroethylene) (PTFE).
977,Deep Bench
978,24%
979,Individuals
980,"The phone with the highest average number of downloaded apps per phone is the iPhone, with 88 downloaded apps per phone."
981,"The image lists the best campaigns of the month, which are:

1. Express - Spiked Mentions
2. Amazon - Prime Air steals focus
3. Old Navy - #OneMillionthrill
4. Karmaloop - Fastest Fingers"
982,The 1894 Act did not specify compensation for land acquisition.
983,"The top store choice for pantry stock-up is ""Everyday Non Food""."
984,"The image does not provide information about the financial performance of the computer or the leading human contestant. It is a slide about physicians and mobile devices, not a comparison of financial performance between a computer and a human contestant."
985,"The person who made the ""HOW TO AVOID DEATH BY POWERPOINT?"" presentation is Chip Heath."
986,The dates of the Asia Leaders Summit in 2014 were February 15-16.
987,"The reverse proxy has explicit rules for a.com, b.com and c.com."
988,Hay Day is ranked 1st in terms of revenue in the given image.
989,Apache Hadoop
990,The two seasons with the lowest rate of rainfall are hot and dry summers and cold and snowy winter.
991,"The image shows a slide from a presentation titled ""Major Analytics applications - ECommerce."" It lists several parameters that pricing considers, including personalization, improving customer experience, analyzing buying patterns, predictive analysis, managing supply chain, and using to predict consumer behavior."
992,"Shape is a characteristic under the ""Categorical"" column in the image."
993,"The image shows a table comparing the cost and ease of LD mapping to conventional methods. It lists various advantages of LD mapping over conventional mapping, such as natural/breeding pool, not structured, high-great resolution, and more effective diverse genotypes. The table also indicates that LD mapping is less costly and requires less time compared to conventional methods."
994,The step between sensory input and motor output is the central nervous system.
995,The step that a cloud operator needs to take before he can specify the parameters of VM is to convert to POST data.
996,"Action maps are an example of a visual tool used to represent the relationships and dependencies between various elements of a system or process. They are often used in business and organizational contexts to help identify and prioritize actions needed to achieve a desired outcome. In the image provided, the action map is used to illustrate the relationship between theories in action, governing values, action strategy, single loop learning, and double loop learning."
997,"Yes, both nonenveloped and enveloped viruses contain proteins in their envelope membrane. Nonenveloped viruses have a capsid, while enveloped viruses have a capsid and an envelope membrane."
998,3
999,ITC
1000,"Car-to-x-connectivity refers to the ability of a vehicle to connect with various external systems, such as traffic management systems, weather updates, and emergency services. This technology enables vehicles to receive real-time information and communicate with other systems, improving safety and efficiency on the road."
1001,Robin Hawkes is a student at Bournemouth University.
1002,The image depicts a couple embracing while looking at their cell phones. This suggests that our future revolves around technology and the impact it has on our relationships and interactions with others.
1003,UGC stands for User Generated Content.
1004,LinkedIn
1005,"Based on the image provided, Android was used more among mobile Facebook users in October 2014, as indicated by the larger slice of the pie chart."
1006,"The image shows two examples of analytics:

1. Business Champion: Sales, Product, Marketing, and Project Managers.
2. 2013 Sprout Campaign Tracking: Web analytics, product managers, business analysts, and business intelligence."
1007,FlexRay's data rate in Mbps is 10 Mbps.
1008,16
1009,"The image shows a diagram with two main branches, one labeled ""Non-Agile Culture"" and the other ""Agile Culture."" The non-agile branch includes ""Wrangle Interpretation,"" ""Interpretation Pipelines,"" and ""Technologist."" The agile branch includes ""Analytics,"" ""Feature Creation,"" ""Model/Scoring Evaluation,"" and ""Business Presentation."" The difference between non-agile and agile culture, as depicted in the image, is the approach to data analysis and decision-making. Non-agile culture relies on a more structured and controlled approach, while agile culture emphasizes flexibility, adaptability, and collaboration."
1010,"The elements of Production & Productivity include Quality and Value Added, Agri-Marketing, Local Sales & Retailing, and Community Extension."
1011,"The revenue per farmer p.a. in 2005 was $1,358, while in the year with $31,000 in investments, it was $2,648."
1012,Ross Dawson's website URL is not provided in the image.
1013,"The three FIBER REINFORCED POLYMER composite types shown in the image are:

1. Carbon, glass, aramid
2. Polyster, Epolystyre, Vinyl Ester, Urethane
3. Fibers and matrix"
